qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
AB022925.1	RS_GCF_900290445.1~NZ_OKRL01000007.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_019927085.1~NZ_JAFRDW010000075.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_019927025.1~NZ_JAFRDU010000110.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_008690805.1~NZ_VBWZ01000029.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_002148235.1~NZ_CP020731.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_002370415.1~NZ_AP017936.1-#3	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_001184265.1~NZ_LAYV01000039.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_002092625.1~NZ_MPLJ01000058.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_008690745.1~NZ_VBWX01000009.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	GB_GCA_022482825.1~JAKVOL010000001.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	GB_GCA_002276945.1~NCWT01000046.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_925298225.1~NZ_CAKMCH010000081.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_025188425.1~NZ_RIKV01000025.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_019048965.1~NZ_CP037752.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_019927205.1~NZ_JAFREC010000074.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_028620075.1~NZ_JAQPWA010000032.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_002092775.1~NZ_MPLR01000068.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_030361285.1~NZ_JAUCAC010000031.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_019927145.1~NZ_JAFRDX010000080.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_018336555.1~NZ_CP048006.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_019927065.1~NZ_JAFRDV010000126.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_007990165.1~NZ_BJWC01000022.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_003346165.1~NZ_QMJH01000047.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_002886025.1~NZ_MUXD01000080.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_002009375.1~NZ_CP013016.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_024498575.1~NZ_CP088904.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_019927105.1~NZ_JAGFYK010000048.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_028619775.1~NZ_JAQPWR010000043.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_025515375.1~NZ_JAOPIY010000001.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_019927155.1~NZ_JAFRDZ010000069.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_028619415.1~NZ_JAQPYE010000010.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_028619395.1~NZ_JAQPYN010000023.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_028619655.1~NZ_JAQPXL010000038.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_025188365.1~NZ_RIKQ01000065.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_008689715.1~NZ_VBWU01000029.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_028619925.1~NZ_JAQPWI010000073.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_019927125.1~NZ_JAFRDY010000084.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_002117185.1~NZ_CP015442.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_019926925.1~NZ_JAFRDS010000039.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_007989505.1~NZ_BJUQ01000073.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_009913915.1~NZ_CP028251.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_019927185.1~NZ_JAFREA010000078.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_001184255.1~NZ_LAYU01000003.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_028619635.1~NZ_JAQPXY010000035.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_031192385.1~NZ_CP133477.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_006538765.1~NZ_BJLS01000019.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_028619315.1~NZ_JAQPYG010000011.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_026240235.1~NZ_JAPIVI010000013.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_001541125.1~NZ_LMXE01000011.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_001047695.1~NZ_CP012009.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_028620275.1~NZ_JAQPYO010000025.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	GB_GCA_018402985.1~BOPR01000001.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_028619805.1~NZ_JAQPWW010000038.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_025188295.1~NZ_RIKN01000021.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_007673005.1~NZ_VDYV01000033.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_000014445.1~NC_008531.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_028619265.1~NZ_JAQPYJ010000022.1	97.724	1450	32	1	2	1450	36	1485	0.0	2494.0
AB022925.1	RS_GCF_016624925.1~NZ_JACVUE010000018.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_025211255.1~NZ_RIUU01000004.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_030017265.1~NZ_JASDEH010000053.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_030017195.1~NZ_JASDEL010000023.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_025211285.1~NZ_RIUV01000012.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_900289255.1~NZ_OKQR01000011.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_900289205.1~NZ_OMON01000011.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_030017055.1~NZ_JASDER010000041.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_030017015.1~NZ_JASDEV010000039.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_030017315.1~NZ_JASDEG010000028.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_030017255.1~NZ_JASDEF010000030.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_023205265.1~NZ_CP058345.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_030017025.1~NZ_JASDES010000037.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_030017125.1~NZ_JASDEU010000039.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_018257035.1~NZ_JAERKQ010000007.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_030017115.1~NZ_JASDEO010000025.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_900290145.1~NZ_OKQU01000010.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	GB_GCA_900009505.1~FBTC01000001.1	98.853	1395	16	0	56	1450	1	1395	0.0	2488.0
AB022925.1	RS_GCF_000239895.1~NZ_CAGE01000034.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_025122255.1~NZ_RICS01000024.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_025122315.1~NZ_RICT01000029.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_000239915.1~NZ_CAGF01000044.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_014844115.1~NZ_CP039736.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_024543065.1~NZ_JANHPA010000001.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_007954785.1~NZ_CP042410.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_031165135.1~NZ_CP133560.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_008033195.1~NZ_CP042418.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_025122265.1~NZ_RICR01000024.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_000239935.1~NZ_CAGG01000030.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_024158625.1~NZ_JAMYYL010000010.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_009707745.1~NZ_CP046149.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_004359915.1~NZ_NTJC01000022.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_007954705.1~NZ_CP042393.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	GB_GCA_000820965.2~LM993654.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_025188565.1~NZ_RILC01000043.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_002804045.1~NZ_CP024929.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_014060965.1~NZ_JACGMK010000022.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	GB_GCA_000820985.2~LN589840.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_013432155.1~NZ_JACDIP010000037.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_000026405.1~NC_010471.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_024800665.1~NZ_CP103386.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_006406175.1~NZ_QFDI01000025.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_016406245.1~NZ_CP066296.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_009792915.1~NZ_PDDF01000007.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_025122205.1~NZ_RICQ01000013.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_025122295.1~NZ_RICU01000008.1	97.654	1449	34	0	2	1450	37	1485	0.0	2488.0
AB022925.1	RS_GCF_025395165.1~NZ_QVOT01000009.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_008689685.1~NZ_VBWT01000023.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_016127295.1~NZ_CP065995.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_019927015.1~NZ_JAFRDT010000117.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_027663505.1~NZ_JAQDIB010000017.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_000686485.1~NZ_JAUJ01000004.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_009913935.1~NZ_CP028255.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_030668605.1~NZ_JAUYWE010000001.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_004103675.1~NZ_CP035271.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_001886915.1~NZ_CP014611.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_002092135.1~NZ_MPAN01000076.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_900461615.1~NZ_UGPC01000001.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_021253825.1~NZ_CP089782.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_002092145.1~NZ_MPAO01000073.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_023743945.1~NZ_JAMRWC010000007.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_002092155.1~NZ_MPAP01000077.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_006406185.1~NZ_QFDH01000032.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_005049065.1~NZ_SUNK01000009.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_025395095.1~NZ_QVOR01000006.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_025188385.1~NZ_RIKS01000025.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	GB_GCA_025188345.1~RIKP01000092.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_025188285.1~NZ_RIUT01000070.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_004102585.1~NZ_CP035139.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_002092045.1~NZ_MPAM01000070.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_001583825.1~NZ_CP014610.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_028619435.1~NZ_JAQPYM010000023.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_013414845.1~NZ_JABFNJ010000001.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_002092615.1~NZ_MPLI01000069.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_004194375.1~NZ_CP035746.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_028618945.1~NZ_JAQPWK010000071.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_004368765.1~NZ_SOCY01000035.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_014060975.1~NZ_JACGML010000016.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_003433375.1~NZ_CP021491.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_002092085.1~NZ_MPAQ01000073.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_025728245.1~NZ_JAOWBT010000012.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_001184245.1~NZ_LAYN01000012.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_003255835.1~NZ_CP021966.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_030369975.1~NZ_CP128496.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	GB_GCA_022482275.1~JAKVPK010000001.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_018991785.1~NZ_JAHLEO010000014.1	97.655	1450	33	1	2	1450	36	1485	0.0	2488.0
AB022925.1	RS_GCF_020088805.1~NZ_JAHBER010000002.1	98.852	1394	16	0	57	1450	1	1394	0.0	2486.0
AB022925.1	RS_GCF_020089485.1~NZ_JAHBFX010000006.1	98.781	1395	17	0	56	1450	1	1395	0.0	2483.0
AB022925.1	RS_GCF_020089325.1~NZ_JAHBFS010000006.1	98.781	1395	17	0	56	1450	1	1395	0.0	2483.0
AB022925.1	RS_GCF_020089305.1~NZ_JAHBFQ010000001.1	98.781	1395	17	0	56	1450	1	1395	0.0	2483.0
AB022925.1	RS_GCF_002370395.1~NZ_AP017935.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_014927295.1~NZ_JADAXL010000020.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_001891125.1~NZ_CP015247.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_030019555.1~NZ_JASDET010000037.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_007954565.1~NZ_CP042413.1	97.585	1449	35	0	2	1450	37	1485	0.0	2483.0
AB022925.1	RS_GCF_027676125.1~NZ_JAQEOW010000003.1	97.585	1449	35	0	2	1450	37	1485	0.0	2483.0
AB022925.1	RS_GCF_002092215.1~NZ_MPAS01000070.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_002092515.1~NZ_MPEF01000078.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_029823385.1~NZ_JARGDM010000015.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_002092105.1~NZ_MPAT01000074.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_002092455.1~NZ_MPEJ01000069.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_002092315.1~NZ_MPEA01000077.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_007992255.1~NZ_BJZX01000066.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_002092415.1~NZ_MPEI01000072.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_002092385.1~NZ_MPEB01000108.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_002092465.1~NZ_MPEC01000004.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_902374135.1~NZ_CABKOZ010000019.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_002092495.1~NZ_MPEH01000070.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_000160595.1~NZ_GG693393.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_002092425.1~NZ_MPEG01000071.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_002092245.1~NZ_MPAU01000070.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_002092335.1~NZ_MPED01000070.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_000756355.1~NZ_JRGZ01000002.1	97.586	1450	34	1	2	1450	36	1485	0.0	2483.0
AB022925.1	RS_GCF_020089285.1~NZ_JAHBFP010000017.1	98.78	1393	17	0	58	1450	1	1393	0.0	2479.0
AB022925.1	RS_GCF_000512955.1~NZ_CP000574.1-#4	97.519	1451	34	2	2	1450	36	1486	0.0	2479.0
AB022925.1	GB_GCA_009676745.1~CP046062.1	97.516	1449	36	0	2	1450	36	1484	0.0	2477.0
AB022925.1	GB_GCA_007954745.1~CP042404.1	97.516	1449	36	0	2	1450	36	1484	0.0	2477.0
AB022925.1	RS_GCF_007954625.1~NZ_CP042420.1	97.516	1449	36	0	2	1450	37	1485	0.0	2477.0
AB022925.1	RS_GCF_007954605.1~NZ_CP042387.1	97.447	1449	37	0	2	1450	37	1485	0.0	2471.0
AB022925.1	RS_GCF_030577875.1~NZ_CP116456.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_001411775.1~NZ_LJIV01000016.1	97.378	1449	38	0	2	1450	15	1463	0.0	2466.0
AB022925.1	RS_GCF_025189045.1~NZ_RIVS01000013.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_002092595.1~NZ_MPLL01000037.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_015553465.1~NZ_JADNGQ010000009.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_002092695.1~NZ_MPLN01000038.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_001698145.1~NZ_CP016598.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_014050705.1~NZ_JACGAK010000001.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_009678855.1~NZ_WKNR01000006.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_004167235.1~NZ_RCYK01000033.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_030017215.1~NZ_JASDEJ010000016.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_025395195.1~NZ_QVOU01000015.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_019656035.1~NZ_BPKX01000051.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_015551285.1~NZ_JADNCM010000017.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_027692325.1~NZ_JAQEZB010000022.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_002287365.1~NZ_NQLF01000001.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_001998805.1~NZ_CP016329.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_030397505.1~NZ_JAPMUB010000023.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_027692265.1~NZ_JAQEZD010000002.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_030017235.1~NZ_JASDEK010000017.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_014651235.1~NZ_BMWM01000051.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	GB_GCA_009795665.1~WSZI01000006.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_000709265.1~NZ_JMEA01000022.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	GB_GCA_001062635.1~JVUV01000025.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_018993775.1~NZ_JAGXCE010000018.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_030269345.1~NZ_BSTE01000023.1	97.378	1449	38	0	2	1450	37	1485	0.0	2466.0
AB022925.1	RS_GCF_000179875.1~NZ_AEGQ01000051.1	97.308	1449	39	0	2	1450	37	1485	0.0	2460.0
AB022925.1	RS_GCF_006539105.1~NZ_BJMJ01000040.1	97.31	1450	38	1	2	1450	37	1486	0.0	2460.0
AB022925.1	RS_GCF_007954665.1~NZ_CP042390.1	97.308	1449	39	0	2	1450	37	1485	0.0	2460.0
AB022925.1	RS_GCF_030161775.1~NZ_BSUV01000001.1	97.101	1449	42	0	2	1450	36	1484	0.0	2444.0
AB022925.1	RS_GCF_008107645.1~NZ_SDGY01000009.1	97.101	1449	42	0	2	1450	36	1484	0.0	2444.0
AB022925.1	RS_GCF_025188325.1~NZ_RIKO01000023.1	97.918	1393	29	0	2	1394	36	1428	0.0	2412.0
AB022925.1	RS_GCF_022832495.1~NZ_JALHKG010000027.1	97.986	1390	28	0	2	1391	36	1425	0.0	2412.0
AB022925.1	RS_GCF_028620185.1~NZ_JAQPVP010000045.1	97.515	1368	33	1	84	1450	1	1368	0.0	2337.0
AB022925.1	RS_GCF_028619795.1~NZ_JAQPWD010000044.1	97.658	1281	29	1	171	1450	1	1281	0.0	2198.0
AB022925.1	RS_GCF_028620175.1~NZ_JAQPVV010000052.1	97.571	1194	28	1	258	1450	1	1194	0.0	2043.0
